"";"link";"url";"num";"year";"...5";"L1"
"825";"
 Т. 64  № 5";"contents.asp?id=49421216";"Номер: 5";"Год: 2022";"Дата размещения:19.09.2022";"Высокомолекулярные соединения. Серия А"
"826";"
 Т. 64  № 6";"contents.asp?id=49937908";"Номер: 6";"Год: 2022";"Дата размещения:19.12.2022";"Высокомолекулярные соединения. Серия А"
"827";"
 Т. 63  № 1";"contents.asp?id=44573410";"Номер: 1";"Год: 2021";"Дата размещения:26.01.2021";"Высокомолекулярные соединения. Серия А"
"828";"
 Т. 63  № 2";"contents.asp?id=44675007";"Номер: 2";"Год: 2021";"Дата размещения:12.02.2021";"Высокомолекулярные соединения. Серия А"
"829";"
 Т. 63  № 3";"contents.asp?id=45545237";"Номер: 3";"Год: 2021";"Дата размещения:14.04.2021";"Высокомолекулярные соединения. Серия А"
"830";"
 Т. 63  № 4";"contents.asp?id=45795101";"Номер: 4";"Год: 2021";"Дата размещения:31.05.2021";"Высокомолекулярные соединения. Серия А"
"831";"
 Т. 63  № 5";"contents.asp?id=46464664";"Номер: 5";"Год: 2021";"Дата размещения:30.08.2021";"Высокомолекулярные соединения. Серия А"
"832";"
 Т. 63  № 6";"contents.asp?id=47147508";"Номер: 6";"Год: 2021";"Дата размещения:09.11.2021";"Высокомолекулярные соединения. Серия А"
"833";"
 Т. 62  № 1";"contents.asp?id=42340184";"Номер: 1";"Год: 2020";"Дата размещения:11.02.2020";"Высокомолекулярные соединения. Серия А"
"834";"
 Т. 62  № 2";"contents.asp?id=42366387";"Номер: 2";"Год: 2020";"Дата размещения:17.02.2020";"Высокомолекулярные соединения. Серия А"
"835";"
 Т. 62  № 3";"contents.asp?id=42605322";"Номер: 3";"Год: 2020";"Дата размещения:30.03.2020";"Высокомолекулярные соединения. Серия А"
"836";"
 Т. 62  № 4";"contents.asp?id=42890570";"Номер: 4";"Год: 2020";"Дата размещения:01.06.2020";"Высокомолекулярные соединения. Серия А"
"837";"
 Т. 62  № 5";"contents.asp?id=43794405";"Номер: 5";"Год: 2020";"Дата размещения:17.08.2020";"Высокомолекулярные соединения. Серия А"
"838";"
 Т. 62  № 6";"contents.asp?id=43962011";"Номер: 6";"Год: 2020";"Дата размещения:25.09.2020";"Высокомолекулярные соединения. Серия А"
"839";"
 Т. 66  № 1";"contents.asp?id=69153995";"Номер: 1";"Год: 2024";"Дата размещения:11.09.2024";"Высокомолекулярные соединения. Серия Б"
"840";"
 Т. 66  № 2";"contents.asp?id=71960514";"Номер: 2";"Год: 2024";"Дата размещения:08.10.2024";"Высокомолекулярные соединения. Серия Б"
"841";"
 Т. 65  № 1";"contents.asp?id=50436128";"Номер: 1";"Год: 2023";"Дата размещения:31.03.2023";"Высокомолекулярные соединения. Серия Б"
"842";"
 Т. 65  № 2";"contents.asp?id=53986660";"Номер: 2";"Год: 2023";"Дата размещения:20.06.2023";"Высокомолекулярные соединения. Серия Б"
"843";"
 Т. 65  № 3";"contents.asp?id=54293304";"Номер: 3";"Год: 2023";"Дата размещения:16.08.2023";"Высокомолекулярные соединения. Серия Б"
"844";"
 Т. 65  № 4";"contents.asp?id=54913238";"Номер: 4";"Год: 2023";"Дата размещения:29.11.2023";"Высокомолекулярные соединения. Серия Б"
"845";"
 Т. 65  № 5";"contents.asp?id=56712130";"Номер: 5";"Год: 2023";"Дата размещения:28.12.2023";"Высокомолекулярные соединения. Серия Б"
"846";"
 Т. 64  № 1";"contents.asp?id=47958217";"Номер: 1";"Год: 2022";"Дата размещения:15.02.2022";"Высокомолекулярные соединения. Серия Б"
"847";"
 Т. 64  № 2";"contents.asp?id=48506153";"Номер: 2";"Год: 2022";"Дата размещения:26.05.2022";"Высокомолекулярные соединения. Серия Б"
"848";"
 Т. 64  № 3";"contents.asp?id=48648992";"Номер: 3";"Год: 2022";"Дата размещения:17.06.2022";"Высокомолекулярные соединения. Серия Б"
"849";"
 Т. 64  № 4";"contents.asp?id=49421226";"Номер: 4";"Год: 2022";"Дата размещения:19.09.2022";"Высокомолекулярные соединения. Серия Б"
"850";"
 Т. 64  № 5";"contents.asp?id=49897575";"Номер: 5";"Год: 2022";"Дата размещения:13.12.2022";"Высокомолекулярные соединения. Серия Б"
"851";"
 Т. 64  № 6";"contents.asp?id=49991248";"Номер: 6";"Год: 2022";"Дата размещения:28.12.2022";"Высокомолекулярные соединения. Серия Б"
"852";"
 Т. 63  № 1";"contents.asp?id=44573854";"Номер: 1";"Год: 2021";"Дата размещения:26.01.2021";"Высокомолекулярные соединения. Серия Б"
"853";"
 Т. 63  № 2";"contents.asp?id=44732373";"Номер: 2";"Год: 2021";"Дата размещения:24.02.2021";"Высокомолекулярные соединения. Серия Б"
"854";"
 Т. 63  № 3";"contents.asp?id=45799835";"Номер: 3";"Год: 2021";"Дата размещения:01.06.2021";"Высокомолекулярные соединения. Серия Б"
"855";"
 Т. 63  № 4";"contents.asp?id=46351474";"Номер: 4";"Год: 2021";"Дата размещения:28.07.2021";"Высокомолекулярные соединения. Серия Б"
"856";"
 Т. 63  № 5";"contents.asp?id=46621934";"Номер: 5";"Год: 2021";"Дата размещения:05.10.2021";"Высокомолекулярные соединения. Серия Б"
"857";"
 Т. 63  № 6";"contents.asp?id=47249516";"Номер: 6";"Год: 2021";"Дата размещения:30.11.2021";"Высокомолекулярные соединения. Серия Б"
"858";"
 Т. 62  № 1";"contents.asp?id=42366400";"Номер: 1";"Год: 2020";"Дата размещения:17.02.2020";"Высокомолекулярные соединения. Серия Б"
"859";"
 Т. 62  № 2";"contents.asp?id=42474351";"Номер: 2";"Год: 2020";"Дата размещения:09.03.2020";"Высокомолекулярные соединения. Серия Б"
"860";"
 Т. 62  № 3";"contents.asp?id=42773880";"Номер: 3";"Год: 2020";"Дата размещения:06.05.2020";"Высокомолекулярные соединения. Серия Б"
"861";"
 Т. 62  № 4";"contents.asp?id=43067284";"Номер: 4";"Год: 2020";"Дата размещения:07.07.2020";"Высокомолекулярные соединения. Серия Б"
"862";"
 Т. 62  № 5";"contents.asp?id=43928173";"Номер: 5";"Год: 2020";"Дата размещения:16.09.2020";"Высокомолекулярные соединения. Серия Б"
"863";"
 Т. 62  № 6";"contents.asp?id=44137496";"Номер: 6";"Год: 2020";"Дата размещения:02.11.2020";"Высокомолекулярные соединения. Серия Б"
"864";"
 Т. 66  № 1";"contents.asp?id=74311559";"Номер: 1";"Год: 2024";"Дата размещения:02.11.2024";"Высокомолекулярные соединения. Серия С"
"865";"
 Т. 65  № 1";"contents.asp?id=54525619";"Номер: 1";"Год: 2023";"Дата размещения:27.09.2023";"Высокомолекулярные соединения. Серия С"
"866";"
 Т. 65  № 2";"contents.asp?id=55866514";"Номер: 2";"Год: 2023";"Дата размещения:19.12.2023";"Высокомолекулярные соединения. Серия С"
"867";"
 Т. 64  № 1";"contents.asp?id=48868521";"Номер: 1";"Год: 2022";"Дата размещения:08.07.2022";"Высокомолекулярные соединения. Серия С"
"868";"
 Т. 64  № 2";"contents.asp?id=49897767";"Номер: 2";"Год: 2022";"Дата размещения:13.12.2022";"Высокомолекулярные соединения. Серия С"
