"";"link";"url";"num";"year";"...5";"L1"
"1603";"
 Т. 60  № 6";"contents.asp?id=42809573";"6";"2020";"14.05.2020";"Журнал вычислительной математики и математической физики"
"1604";"
 Т. 60  № 7";"contents.asp?id=42929502";"7";"2020";"09.06.2020";"Журнал вычислительной математики и математической физики"
"1605";"
 Т. 60  № 8";"contents.asp?id=43824043";"8";"2020";"25.08.2020";"Журнал вычислительной математики и математической физики"
"1606";"
 Т. 60  № 9";"contents.asp?id=43832503";"9";"2020";"27.08.2020";"Журнал вычислительной математики и математической физики"
"1607";"
 Т. 60  № 10";"contents.asp?id=44008015";"10";"2020";"05.10.2020";"Журнал вычислительной математики и математической физики"
"1608";"
 Т. 60  № 11";"contents.asp?id=44038899";"11";"2020";"12.10.2020";"Журнал вычислительной математики и математической физики"
"1609";"
 Т. 60  № 12";"contents.asp?id=44154321";"12";"2020";"06.11.2020";"Журнал вычислительной математики и математической физики"
"1610";"
 Т. 69  № 1";"contents.asp?id=67875570";"1";"2024";"24.06.2024";"Журнал неорганической химии"
"1611";"
 Т. 69  № 2";"contents.asp?id=68009114";"2";"2024";"16.07.2024";"Журнал неорганической химии"
"1612";"
 Т. 69  № 3";"contents.asp?id=68635452";"3";"2024";"29.08.2024";"Журнал неорганической химии"
"1613";"
 Т. 69  № 4";"contents.asp?id=72070309";"4";"2024";"08.10.2024";"Журнал неорганической химии"
"1614";"
 Т. 69  № 5";"contents.asp?id=74510490";"5";"2024";"11.11.2024";"Журнал неорганической химии"
"1615";"
 Т. 69  № 6";"contents.asp?id=75093461";"6";"2024";"29.11.2024";"Журнал неорганической химии"
"1616";"
 Т. 69  № 7";"contents.asp?id=75178081";"7";"2024";"11.12.2024";"Журнал неорганической химии"
"1617";"
 Т. 68  № 1";"contents.asp?id=50435197";"1";"2023";"30.03.2023";"Журнал неорганической химии"
"1618";"
 Т. 68  № 2";"contents.asp?id=50435214";"2";"2023";"30.03.2023";"Журнал неорганической химии"
"1619";"
 Т. 68  № 3";"contents.asp?id=50435306";"3";"2023";"30.03.2023";"Журнал неорганической химии"
"1620";"
 Т. 68  № 4";"contents.asp?id=50501984";"4";"2023";"13.04.2023";"Журнал неорганической химии"
"1621";"
 Т. 68  № 5";"contents.asp?id=52259571";"5";"2023";"03.05.2023";"Журнал неорганической химии"
"1622";"
 Т. 68  № 6";"contents.asp?id=53769892";"6";"2023";"24.05.2023";"Журнал неорганической химии"
"1623";"
 Т. 68  № 7";"contents.asp?id=53987147";"7";"2023";"20.06.2023";"Журнал неорганической химии"
"1624";"
 Т. 68  № 8";"contents.asp?id=54238108";"8";"2023";"01.08.2023";"Журнал неорганической химии"
"1625";"
 Т. 68  № 9";"contents.asp?id=54313914";"9";"2023";"22.08.2023";"Журнал неорганической химии"
"1626";"
 Т. 68  № 10";"contents.asp?id=54403771";"10";"2023";"13.09.2023";"Журнал неорганической химии"
"1627";"
 Т. 68  № 11";"contents.asp?id=54717540";"11";"2023";"25.10.2023";"Журнал неорганической химии"
"1628";"
 Т. 68  № 12";"contents.asp?id=54803939";"12";"2023";"14.11.2023";"Журнал неорганической химии"
"1629";"
 Т. 67  № 1";"contents.asp?id=47423702";"1";"2022";"29.12.2021";"Журнал неорганической химии"
"1630";"
 Т. 67  № 2";"contents.asp?id=47695902";"2";"2022";"26.01.2022";"Журнал неорганической химии"
"1631";"
 Т. 67  № 3";"contents.asp?id=47695918";"3";"2022";"26.01.2022";"Журнал неорганической химии"
"1632";"
 Т. 67  № 4";"contents.asp?id=48340257";"4";"2022";"29.04.2022";"Журнал неорганической химии"
"1633";"
 Т. 67  № 5";"contents.asp?id=48340272";"5";"2022";"29.04.2022";"Журнал неорганической химии"
"1634";"
 Т. 67  № 6";"contents.asp?id=48621539";"6";"2022";"14.06.2022";"Журнал неорганической химии"
"1635";"
 Т. 67  № 7";"contents.asp?id=48622296";"7";"2022";"14.06.2022";"Журнал неорганической химии"
"1636";"
 Т. 67  № 8";"contents.asp?id=48708781";"8";"2022";"29.06.2022";"Журнал неорганической химии"
"1637";"
 Т. 67  № 9";"contents.asp?id=49211993";"9";"2022";"27.07.2022";"Журнал неорганической химии"
"1638";"
 Т. 67  № 10";"contents.asp?id=49273331";"10";"2022";"10.08.2022";"Журнал неорганической химии"
"1639";"
 Т. 67  № 11";"contents.asp?id=49515192";"11";"2022";"11.10.2022";"Журнал неорганической химии"
"1640";"
 Т. 67  № 12";"contents.asp?id=49515214";"12";"2022";"11.10.2022";"Журнал неорганической химии"
"1641";"
 Т. 66  № 1";"contents.asp?id=44492518";"1";"2021";"12.01.2021";"Журнал неорганической химии"
"1642";"
 Т. 66  № 2";"contents.asp?id=44494806";"2";"2021";"12.01.2021";"Журнал неорганической химии"
"1643";"
 Т. 66  № 3";"contents.asp?id=44595991";"3";"2021";"29.01.2021";"Журнал неорганической химии"
"1644";"
 Т. 66  № 4";"contents.asp?id=44768813";"4";"2021";"02.03.2021";"Журнал неорганической химии"
"1645";"
 Т. 66  № 5";"contents.asp?id=45065956";"5";"2021";"07.04.2021";"Журнал неорганической химии"
"1646";"
 Т. 66  № 6";"contents.asp?id=45682813";"6";"2021";"11.05.2021";"Журнал неорганической химии"
"1647";"
 Т. 66  № 7";"contents.asp?id=45794938";"7";"2021";"31.05.2021";"Журнал неорганической химии"
"1648";"
 Т. 66  № 8";"contents.asp?id=46227554";"8";"2021";"02.07.2021";"Журнал неорганической химии"
"1649";"
 Т. 66  № 9";"contents.asp?id=46389293";"9";"2021";"06.08.2021";"Журнал неорганической химии"
"1650";"
 Т. 66  № 10";"contents.asp?id=46465442";"10";"2021";"30.08.2021";"Журнал неорганической химии"
"1651";"
 Т. 66  № 11";"contents.asp?id=46589310";"11";"2021";"28.09.2021";"Журнал неорганической химии"
"1652";"
 Т. 66  № 12";"contents.asp?id=47115643";"12";"2021";"02.11.2021";"Журнал неорганической химии"
"1653";"
 Т. 65  № 1";"contents.asp?id=41695164";"1";"2020";"16.01.2020";"Журнал неорганической химии"
