Source Title;Country;jif;year;Collection
JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY;UNITED STATES OF AMERICA;2,7;2022;SCIE
JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY;UNITED STATES OF AMERICA;2,942;2021;SCIE
ARCHAEOFAUNA;SPAIN;;2021;AHCI
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE;UNITED STATES OF AMERICA;6,4;2022;SCIE
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE;UNITED STATES OF AMERICA;6,903;2021;SCIE
BOSTON UNIVERSITY LAW REVIEW;UNITED STATES OF AMERICA;1,7;2022;SSCI
BOSTON UNIVERSITY LAW REVIEW;UNITED STATES OF AMERICA;1,78;2021;SSCI
JOURNAL OF CARDIOVASCULAR MEDICINE;ITALY;3;2022;SCIE
JOURNAL OF CARDIOVASCULAR MEDICINE;ITALY;2,43;2021;SCIE
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2;2022;SCIE
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2;2022;SSCI
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2;2022;SCIE
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2;2022;SSCI
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2,468;2021;SCIE
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2,468;2021;SSCI
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2,468;2021;SCIE
JOURNAL OF CARDIOVASCULAR NURSING;UNITED STATES OF AMERICA;2,468;2021;SSCI
ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS;UNITED STATES OF AMERICA;0,4;2022;AHCI
ARCHAEOLOGIES-JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS;UNITED STATES OF AMERICA;;2021;AHCI
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY;UNITED STATES OF AMERICA;3;2022;SCIE
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY;UNITED STATES OF AMERICA;3,271;2021;SCIE
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS;UNITED STATES OF AMERICA;2,6;2022;SCIE
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS;UNITED STATES OF AMERICA;2,807;2021;SCIE
JOURNAL OF CARDIOVASCULAR SURGERY;ITALY;1,4;2022;SCIE
JOURNAL OF CARDIOVASCULAR SURGERY;ITALY;1,595;2021;SCIE
JOURNAL OF CARDIOVASCULAR TRANSLATIONAL RESEARCH;UNITED STATES OF AMERICA;3,4;2022;SCIE
JOURNAL OF CARDIOVASCULAR TRANSLATIONAL RESEARCH;UNITED STATES OF AMERICA;3,216;2021;SCIE
ARCHAEOLOGY;UNITED STATES OF AMERICA;1;2022;AHCI
ARCHAEOLOGY;UNITED STATES OF AMERICA;;2021;AHCI
JOURNAL OF CATALYSIS;UNITED STATES OF AMERICA;7,3;2022;SCIE
JOURNAL OF CATALYSIS;UNITED STATES OF AMERICA;8,047;2021;SCIE
JOURNAL OF CATARACT AND REFRACTIVE SURGERY;UNITED STATES OF AMERICA;2,8;2022;SCIE
JOURNAL OF CATARACT AND REFRACTIVE SURGERY;UNITED STATES OF AMERICA;3,528;2021;SCIE
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,4;2022;SCIE
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,4;2022;SSCI
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,4;2022;SCIE
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,4;2022;SSCI
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,867;2021;SCIE
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,867;2021;SSCI
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,867;2021;SCIE
JOURNAL OF CAUSAL INFERENCE;GERMANY;1,867;2021;SSCI
JOURNAL OF CAVE AND KARST STUDIES;UNITED STATES OF AMERICA;0,9;2022;SCIE
JOURNAL OF CAVE AND KARST STUDIES;UNITED STATES OF AMERICA;1,282;2021;SCIE
JOURNAL OF CELL BIOLOGY;UNITED STATES OF AMERICA;7,8;2022;SCIE
JOURNAL OF CELL BIOLOGY;UNITED STATES OF AMERICA;8,077;2021;SCIE
JOURNAL OF CELL COMMUNICATION AND SIGNALING;NETHERLANDS;4,1;2022;SCIE
JOURNAL OF CELL COMMUNICATION AND SIGNALING;NETHERLANDS;5,908;2021;SCIE
ARCHAI-REVISTA DE ESTUDOS SOBRE AS ORIGENS DO PENSAMENTO OCIDENTAL;BRAZIL;0,01;2022;ESCI
ARCHAI-REVISTA DE ESTUDOS SOBRE AS ORIGENS DO PENSAMENTO OCIDENTAL;BRAZIL;;2021;ESCI
JOURNAL OF CELL SCIENCE;ENGLAND;4;2022;SCIE
JOURNAL OF CELL SCIENCE;ENGLAND;5,235;2021;SCIE
JOURNAL OF CELLULAR AND MOLECULAR MEDICINE;ENGLAND;5,3;2022;SCIE
JOURNAL OF CELLULAR AND MOLECULAR MEDICINE;ENGLAND;5,295;2021;SCIE
JOURNAL OF CELLULAR AUTOMATA;ENGLAND;0,3;2022;SCIE
JOURNAL OF CELLULAR AUTOMATA;ENGLAND;0,378;2021;SCIE
JOURNAL OF CELLULAR BIOCHEMISTRY;UNITED STATES OF AMERICA;4;2022;SCIE
JOURNAL OF CELLULAR BIOCHEMISTRY;UNITED STATES OF AMERICA;4,481;2021;SCIE
ARCHAOLOGISCHES KORRESPONDENZBLATT;GERMANY;0,2;2022;AHCI
ARCHAOLOGISCHES KORRESPONDENZBLATT;GERMANY;;2021;AHCI
JOURNAL OF CELLULAR PHYSIOLOGY;UNITED STATES OF AMERICA;5,6;2022;SCIE
JOURNAL OF CELLULAR PHYSIOLOGY;UNITED STATES OF AMERICA;6,513;2021;SCIE
JOURNAL OF CELLULAR PLASTICS;ENGLAND;2,5;2022;SCIE
JOURNAL OF CELLULAR PLASTICS;ENGLAND;1,93;2021;SCIE
JOURNAL OF CENTRAL SOUTH UNIVERSITY;CHINA MAINLAND;4,4;2022;SCIE
JOURNAL OF CENTRAL SOUTH UNIVERSITY;CHINA MAINLAND;2,392;2021;SCIE
JOURNAL OF CERAMIC PROCESSING RESEARCH;SOUTH KOREA;1,3;2022;SCIE
JOURNAL OF CERAMIC PROCESSING RESEARCH;SOUTH KOREA;0,636;2021;SCIE
ARCHEOLOGIA E CALCOLATORI;ITALY;0,4;2022;ESCI
ARCHEOLOGIA E CALCOLATORI;ITALY;;2021;ESCI
JOURNAL OF CERAMIC SCIENCE AND TECHNOLOGY;GERMANY;0,5;2022;SCIE
JOURNAL OF CERAMIC SCIENCE AND TECHNOLOGY;GERMANY;0,833;2021;SCIE
JOURNAL OF CEREAL SCIENCE;ENGLAND;3,8;2022;SCIE
JOURNAL OF CEREAL SCIENCE;ENGLAND;4,075;2021;SCIE
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM;UNITED STATES OF AMERICA;6,3;2022;SCIE
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM;UNITED STATES OF AMERICA;6,597;2021;SCIE
JOURNAL OF CHEMICAL AND ENGINEERING DATA;UNITED STATES OF AMERICA;2,6;2022;SCIE
JOURNAL OF CHEMICAL AND ENGINEERING DATA;UNITED STATES OF AMERICA;3,119;2021;SCIE
ARCHEOLOGICKE ROZHLEDY;CZECH REPUBLIC;0,6;2022;AHCI
ARCHEOLOGICKE ROZHLEDY;CZECH REPUBLIC;;2021;AHCI
JOURNAL OF CHEMICAL CRYSTALLOGRAPHY;UNITED STATES OF AMERICA;0,8;2022;SCIE
JOURNAL OF CHEMICAL CRYSTALLOGRAPHY;UNITED STATES OF AMERICA;0,582;2021;SCIE
JOURNAL OF CHEMICAL ECOLOGY;NETHERLANDS;2,3;2022;SCIE
JOURNAL OF CHEMICAL ECOLOGY;NETHERLANDS;2,793;2021;SCIE
JOURNAL OF CHEMICAL EDUCATION;UNITED STATES OF AMERICA;3;2022;SCIE
JOURNAL OF CHEMICAL EDUCATION;UNITED STATES OF AMERICA;3,208;2021;SCIE
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN;JAPAN;0,8;2022;SCIE
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN;JAPAN;0,799;2021;SCIE
JOURNAL OF CHEMICAL INFORMATION AND MODELING;UNITED STATES OF AMERICA;5,6;2022;SCIE
JOURNAL OF CHEMICAL INFORMATION AND MODELING;UNITED STATES OF AMERICA;6,162;2021;SCIE
JOURNAL OF CHEMICAL NEUROANATOMY;NETHERLANDS;2,8;2022;SCIE
JOURNAL OF CHEMICAL NEUROANATOMY;NETHERLANDS;3,097;2021;SCIE
ARCHIPEL-ETUDES INTERDISCIPLINAIRES SUR LE MONDE INSULINDIEN;FRANCE;0,3;2022;AHCI
ARCHIPEL-ETUDES INTERDISCIPLINAIRES SUR LE MONDE INSULINDIEN;FRANCE;;2021;AHCI
JOURNAL OF CHEMICAL PHYSICS;UNITED STATES OF AMERICA;4,4;2022;SCIE
JOURNAL OF CHEMICAL PHYSICS;UNITED STATES OF AMERICA;4,304;2021;SCIE
JOURNAL OF CHEMICAL RESEARCH;ENGLAND;1,4;2022;SCIE
JOURNAL OF CHEMICAL RESEARCH;ENGLAND;1,097;2021;SCIE
JOURNAL OF CHEMICAL SCIENCES;INDIA;1,7;2022;SCIE
JOURNAL OF CHEMICAL SCIENCES;INDIA;2,15;2021;SCIE
JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY;ENGLAND;3,4;2022;SCIE
JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY;ENGLAND;3,709;2021;SCIE
ARCHISTOR-ARCHITECTURE HISTORY RESTORATION;ITALY;0,1;2022;ESCI
ARCHISTOR-ARCHITECTURE HISTORY RESTORATION;ITALY;;2021;ESCI
JOURNAL OF CHEMICAL THEORY AND COMPUTATION;UNITED STATES OF AMERICA;5,5;2022;SCIE
JOURNAL OF CHEMICAL THEORY AND COMPUTATION;UNITED STATES OF AMERICA;6,578;2021;SCIE
JOURNAL OF CHEMICAL THERMODYNAMICS;ENGLAND;2,6;2022;SCIE
JOURNAL OF CHEMICAL THERMODYNAMICS;ENGLAND;3,269;2021;SCIE
JOURNAL OF CHEMINFORMATICS;ENGLAND;8,6;2022;SCIE
JOURNAL OF CHEMINFORMATICS;ENGLAND;8,489;2021;SCIE
JOURNAL OF CHEMISTRY;UNITED STATES OF AMERICA;3;2022;SCIE
JOURNAL OF CHEMISTRY;UNITED STATES OF AMERICA;3,241;2021;SCIE
ARCHITECTURE CIVIL ENGINEERING ENVIRONMENT;POLAND;0,5;2022;ESCI
ARCHITECTURE CIVIL ENGINEERING ENVIRONMENT;POLAND;;2021;ESCI
JOURNAL OF CHEMOMETRICS;ENGLAND;2,4;2022;SCIE
JOURNAL OF CHEMOMETRICS;ENGLAND;2,5;2021;SCIE
JOURNAL OF CHEMOTHERAPY;ITALY;1,8;2022;SCIE
JOURNAL OF CHEMOTHERAPY;ITALY;2,385;2021;SCIE
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY;UNITED STATES OF AMERICA;1,9;2022;SCIE
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY;UNITED STATES OF AMERICA;3,031;2021;SCIE
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,9;2022;SCIE
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,9;2022;SSCI
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,9;2022;SCIE
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,9;2022;SSCI
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,896;2021;SCIE
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,896;2021;SSCI
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,896;2021;SCIE
JOURNAL OF CHILD HEALTH CARE;ENGLAND;1,896;2021;SSCI
ARCHITECTURE AND CULTURE;UNITED STATES OF AMERICA;0,8;2022;ESCI
ARCHITECTURE AND CULTURE;UNITED STATES OF AMERICA;;2021;ESCI
JOURNAL OF CHILD NEUROLOGY;UNITED STATES OF AMERICA;1,9;2022;SCIE
JOURNAL OF CHILD NEUROLOGY;UNITED STATES OF AMERICA;2,363;2021;SCIE
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;7,6;2022;SCIE
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;7,6;2022;SSCI
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;7,6;2022;SCIE
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;7,6;2022;SSCI
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;8,265;2021;SCIE
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;8,265;2021;SSCI
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;8,265;2021;SCIE
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY;ENGLAND;8,265;2021;SSCI
BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE;UNITED STATES OF AMERICA;0,1;2022;AHCI
BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE;UNITED STATES OF AMERICA;0,1;2022;SSCI
BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE;UNITED STATES OF AMERICA;0,4;2021;AHCI
BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE;UNITED STATES OF AMERICA;0,4;2021;SSCI
JOURNAL OF CHILDRENS ORTHOPAEDICS;GERMANY;1,4;2022;SCIE
JOURNAL OF CHILDRENS ORTHOPAEDICS;GERMANY;1,917;2021;SCIE
JOURNAL OF CHROMATOGRAPHIC SCIENCE;UNITED STATES OF AMERICA;1,3;2022;SCIE
JOURNAL OF CHROMATOGRAPHIC SCIENCE;UNITED STATES OF AMERICA;1,555;2021;SCIE
ARCHITECTURAL DESIGN;ENGLAND;0,3;2022;AHCI
ARCHITECTURAL DESIGN;ENGLAND;;2021;AHCI
JOURNAL OF CHROMATOGRAPHY A;NETHERLANDS;4,1;2022;SCIE
JOURNAL OF CHROMATOGRAPHY A;NETHERLANDS;4,601;2021;SCIE
JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES;NETHERLANDS;3;2022;SCIE
JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES;NETHERLANDS;3,318;2021;SCIE
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS;SINGAPORE;1,5;2022;SCIE
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS;SINGAPORE;1,278;2021;SCIE
JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT;LITHUANIA;4,3;2022;SCIE
JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT;LITHUANIA;3,714;2021;SCIE
JOURNAL OF CIVIL ENGINEERING EDUCATION;UNITED STATES OF AMERICA;1,6;2022;SCIE
JOURNAL OF CIVIL ENGINEERING EDUCATION;UNITED STATES OF AMERICA;1,5;2021;SCIE
JOURNAL OF CIVIL STRUCTURAL HEALTH MONITORING;GERMANY;4,4;2022;SCIE
JOURNAL OF CIVIL STRUCTURAL HEALTH MONITORING;GERMANY;3,338;2021;SCIE
ARCHITECTURAL HISTORY;ENGLAND;0,4;2022;AHCI
ARCHITECTURAL HISTORY;ENGLAND;;2021;AHCI
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;2;2022;SCIE
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;2;2022;SSCI
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;2;2022;SCIE
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;2;2022;SSCI
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;1,333;2021;SCIE
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;1,333;2021;SSCI
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;1,333;2021;SCIE
JOURNAL OF CLASSIFICATION;UNITED STATES OF AMERICA;1,333;2021;SSCI
JOURNAL OF CLEANER PRODUCTION;UNITED STATES OF AMERICA;11,1;2022;SCIE
JOURNAL OF CLEANER PRODUCTION;UNITED STATES OF AMERICA;11,072;2021;SCIE
ARCHITECTURAL HISTORIES;ENGLAND;0,4;2022;ESCI
ARCHITECTURAL HISTORIES;ENGLAND;;2021;ESCI
ARCHITECTURAL RECORD;UNITED STATES OF AMERICA;0,01;2022;AHCI
ARCHITECTURAL RECORD;UNITED STATES OF AMERICA;;2021;AHCI
ARCHITECTURAL REVIEW;ENGLAND;0,3;2022;AHCI
ARCHITECTURAL REVIEW;ENGLAND;;2021;AHCI
ARCHITECTURAL SCIENCE REVIEW;ENGLAND;2,3;2022;AHCI
ARCHITECTURAL SCIENCE REVIEW;ENGLAND;;2021;AHCI
ARCHEOMATICA-TECNOLOGIE PER I BENI CULTURALI;ITALY;;2021;ESCI
ARCHITECTURAL THEORY REVIEW;ENGLAND;0,1;2022;AHCI
ARCHITECTURAL THEORY REVIEW;ENGLAND;;2021;AHCI
ARCHITECT;UNITED STATES OF AMERICA;0,3;2022;AHCI
ARCHITECT;UNITED STATES OF AMERICA;;2021;AHCI
ARCHITEKTURA & URBANIZMUS;SLOVAKIA;0,4;2022;AHCI
ARCHITEKTURA & URBANIZMUS;SLOVAKIA;;2021;AHCI
ARCHIVUM;SPAIN;0,1;2022;ESCI
ARCHIVUM;SPAIN;;2021;ESCI
ARCHNET-IJAR INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH;ENGLAND;3,1;2022;AHCI
ARCHNET-IJAR INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH;ENGLAND;;2021;AHCI
ARDIN-ARTE DISENO E INGENIERIA;SPAIN;0,3;2022;ESCI
ARDIN-ARTE DISENO E INGENIERIA;SPAIN;;2021;ESCI
ARCHITECTURE SOUTH AFRICA;SOUTH AFRICA;;2021;ESCI
AREA ABIERTA;SPAIN;0,2;2022;ESCI
AREA ABIERTA;SPAIN;;2021;ESCI
AREA DEVELOPMENT AND POLICY;ENGLAND;2,9;2022;ESCI
AREA DEVELOPMENT AND POLICY;ENGLAND;;2021;ESCI
AREAS-REVISTA INTERNACIONAL DE CIENCIAS SOCIALES;SPAIN;0,1;2022;ESCI
AREAS-REVISTA INTERNACIONAL DE CIENCIAS SOCIALES;SPAIN;;2021;ESCI
ARENAL-REVISTA DE HISTORIA DE LAS MUJERES;SPAIN;0,1;2022;ESCI
ARENAL-REVISTA DE HISTORIA DE LAS MUJERES;SPAIN;;2021;ESCI
ARETHUSA;UNITED STATES OF AMERICA;0,1;2022;AHCI
ARETHUSA;UNITED STATES OF AMERICA;;2021;AHCI
ARGENTINIAN JOURNAL OF APPLIED LINGUISTICS;ARGENTINA;0,2;2022;ESCI
ARGENTINIAN JOURNAL OF APPLIED LINGUISTICS;ARGENTINA;;2021;ESCI
ARGUMENTATION ET ANALYSE DU DISCOURS;ISRAEL;0,1;2022;ESCI
ARGUMENTATION ET ANALYSE DU DISCOURS;ISRAEL;;2021;ESCI
ARGUMENT & COMPUTATION;NETHERLANDS;1,4;2022;ESCI
ARGUMENT & COMPUTATION;NETHERLANDS;;2021;ESCI
ARGUMENTOS DE RAZON TECNICA;SPAIN;0,4;2022;ESCI
ARGUMENTOS DE RAZON TECNICA;SPAIN;;2021;ESCI
ARGUMENTOS-REVISTA DE FILOSOFIA;BRAZIL;0,2;2022;ESCI
ARGUMENTOS-REVISTA DE FILOSOFIA;BRAZIL;;2021;ESCI
ARHEOLOSKI VESTNIK;SLOVENIA;0,5;2022;AHCI
ARHEOLOSKI VESTNIK;SLOVENIA;;2021;AHCI
ARID ECOSYSTEMS;RUSSIAN FEDERATION;0,8;2022;ESCI
ARID ECOSYSTEMS;RUSSIAN FEDERATION;;2021;ESCI
ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE;CANADA;0,3;2022;AHCI
ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE;CANADA;;2021;AHCI
ARIES-JOURNAL FOR THE STUDY OF WESTERN ESOTERICISM;NETHERLANDS;0,3;2022;ESCI
ARIES-JOURNAL FOR THE STUDY OF WESTERN ESOTERICISM;NETHERLANDS;;2021;ESCI
ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS;UNITED STATES OF AMERICA;0,1;2022;AHCI
ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS;UNITED STATES OF AMERICA;;2021;AHCI
ARISTONOTHOS-SCRITTI PER IL MEDITERRANEO ANTICO;ITALY;0,01;2022;ESCI
ARISTONOTHOS-SCRITTI PER IL MEDITERRANEO ANTICO;ITALY;;2021;ESCI
ARIZONA QUARTERLY;UNITED STATES OF AMERICA;0,5;2022;ESCI
ARIZONA QUARTERLY;UNITED STATES OF AMERICA;;2021;ESCI
ARGUMENTATION AND ADVOCACY;ENGLAND;;2021;ESCI
ARMENIAN JOURNAL OF MATHEMATICS;ARMENIA;0,4;2022;ESCI
ARMENIAN JOURNAL OF MATHEMATICS;ARMENIA;;2021;ESCI
ARMS & ARMOUR;ENGLAND;0,1;2022;AHCI
ARMS & ARMOUR;ENGLAND;;2021;AHCI
ARO-THE SCIENTIFIC JOURNAL OF KOYA UNIVERSITY;IRAQ;0,6;2022;ESCI
ARO-THE SCIENTIFIC JOURNAL OF KOYA UNIVERSITY;IRAQ;;2021;ESCI
BRITISH ACCOUNTING REVIEW;ENGLAND;5,1;2022;SSCI
BRITISH ACCOUNTING REVIEW;ENGLAND;4,761;2021;SSCI
ARQ;CHILE;0,2;2022;AHCI
ARQ;CHILE;;2021;AHCI
BRITISH EDUCATIONAL RESEARCH JOURNAL;ENGLAND;2,3;2022;SSCI
BRITISH EDUCATIONAL RESEARCH JOURNAL;ENGLAND;2,133;2021;SSCI
ARIEL-REVISTA ARBITRADA DE ORIGINALES DE FILOSOFIA;URUGUAY;;2021;ESCI
ARQUIVOS BRASILEROS DE PSICOLOGIA;BRAZIL;0,1;2022;ESCI
ARQUIVOS BRASILEROS DE PSICOLOGIA;BRAZIL;;2021;ESCI
ARQUIVO MAARAVI-REVISTA DIGITAL DE ESTUDOS JUDAICOS DA UFMG;BRAZIL;0,01;2022;ESCI
ARQUIVO MAARAVI-REVISTA DIGITAL DE ESTUDOS JUDAICOS DA UFMG;BRAZIL;;2021;ESCI
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY;ENGLAND;3,1;2022;SSCI
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY;ENGLAND;3,984;2021;SSCI
ARQ-ARCHITECTURAL RESEARCH QUARTERLY;ENGLAND;0,1;2022;AHCI
ARQ-ARCHITECTURAL RESEARCH QUARTERLY;ENGLAND;;2021;AHCI
BRITISH JOURNAL OF CRIMINOLOGY;ENGLAND;2,6;2022;SSCI
BRITISH JOURNAL OF CRIMINOLOGY;ENGLAND;3,288;2021;SSCI
ARQUEOLOGIA DE LA ARQUITECTURA;SPAIN;0,6;2022;ESCI
ARQUEOLOGIA DE LA ARQUITECTURA;SPAIN;;2021;ESCI
ARQUEOLOGIA IBEROAMERICANA;SPAIN;0,3;2022;ESCI
ARQUEOLOGIA IBEROAMERICANA;SPAIN;;2021;ESCI
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY;ENGLAND;2,3;2022;SSCI
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY;ENGLAND;2,148;2021;SSCI
ARQUEOLOGIA Y TERRITORIO MEDIEVAL;SPAIN;0,3;2022;ESCI
ARQUEOLOGIA Y TERRITORIO MEDIEVAL;SPAIN;;2021;ESCI
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY;ENGLAND;3,7;2022;SSCI
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY;ENGLAND;3,744;2021;SSCI
ARKANSAS HISTORICAL QUARTERLY;UNITED STATES OF AMERICA;;2021;AHCI
BRITISH JOURNAL OF EDUCATIONAL STUDIES;ENGLAND;1,9;2022;SSCI
BRITISH JOURNAL OF EDUCATIONAL STUDIES;ENGLAND;1,753;2021;SSCI
ARQUEOLOGIA;ARGENTINA;0,3;2022;AHCI
ARQUEOLOGIA;ARGENTINA;;2021;AHCI
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY;ENGLAND;6,6;2022;SSCI
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY;ENGLAND;5,268;2021;SSCI
ARQUITECTURAS DEL SUR;CHILE;0,1;2022;ESCI
ARQUITECTURAS DEL SUR;CHILE;;2021;ESCI
ARQUITETURA REVISTA;BRAZIL;0,2;2022;AHCI
ARQUITETURA REVISTA;BRAZIL;;2021;AHCI
BRITISH JOURNAL OF GUIDANCE & COUNSELLING;ENGLAND;1,2;2022;SSCI
BRITISH JOURNAL OF GUIDANCE & COUNSELLING;ENGLAND;1,125;2021;SSCI
ARRANCADA;CUBA;0,2;2022;ESCI
ARRANCADA;CUBA;;2021;ESCI
ARRHYTHMIA & ELECTROPHYSIOLOGY REVIEW;ENGLAND;3;2022;ESCI
ARRHYTHMIA & ELECTROPHYSIOLOGY REVIEW;ENGLAND;;2021;ESCI
BRITISH JOURNAL OF HEALTH PSYCHOLOGY;ENGLAND;7,9;2022;SSCI
BRITISH JOURNAL OF HEALTH PSYCHOLOGY;ENGLAND;8,101;2021;SSCI
ARS ADRIATICA;CROATIA;0,01;2022;ESCI
ARS ADRIATICA;CROATIA;;2021;ESCI
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE;ENGLAND;0,8;2022;AHCI
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE;ENGLAND;0,8;2022;SSCI
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE;ENGLAND;1,245;2021;AHCI
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE;ENGLAND;1,245;2021;SSCI
ARS BILDUMA;SPAIN;0,01;2022;ESCI
ARS BILDUMA;SPAIN;;2021;ESCI
ARS BREVIS;SPAIN;0,01;2022;ESCI
ARS BREVIS;SPAIN;;2021;ESCI
BRITISH JOURNAL OF INDUSTRIAL RELATIONS;ENGLAND;2,6;2022;SSCI
BRITISH JOURNAL OF INDUSTRIAL RELATIONS;ENGLAND;2,432;2021;SSCI
ARS & HUMANITAS: JOURNAL OF ARTS AND HUMANITIES;SLOVENIA;0,1;2022;ESCI
ARS & HUMANITAS: JOURNAL OF ARTS AND HUMANITIES;SLOVENIA;;2021;ESCI
BRITISH JOURNAL OF LEARNING DISABILITIES;ENGLAND;1,5;2022;SSCI
BRITISH JOURNAL OF LEARNING DISABILITIES;ENGLAND;1,238;2021;SSCI
ARS JUDAICA-THE BAR ILAN JOURNAL OF JEWISH ART;ISRAEL;0,2;2022;ESCI
ARS JUDAICA-THE BAR ILAN JOURNAL OF JEWISH ART;ISRAEL;;2021;ESCI
BRITISH JOURNAL OF MANAGEMENT;ENGLAND;5,6;2022;SSCI
BRITISH JOURNAL OF MANAGEMENT;ENGLAND;7,45;2021;SSCI
ARS PHARMACEUTICA;SPAIN;0,4;2022;ESCI
ARS PHARMACEUTICA;SPAIN;;2021;ESCI
